Date;Close price
2023-06-02;195.0
2023-06-05;193.4499969482422
2023-06-06;195.97999572753906
2023-06-07;188.8800048828125
2023-06-08;188.14999389648438
2023-06-09;187.61000061035156
2023-06-12;190.47999572753906
2023-06-13;190.86000061035156
2023-06-14;194.38999938964844
2023-06-15;201.32000732421875
2023-06-16;200.0500030517578
2023-06-20;202.3699951171875
2023-06-21;202.67999267578125
2023-06-22;199.94000244140625
2023-06-23;200.75999450683594
2023-06-26;199.3300018310547
2023-06-27;201.69000244140625
2023-06-28;195.92999267578125
2023-06-29;195.13999938964844
2023-06-30;197.72999572753906
2023-07-03;196.44000244140625
2023-07-05;198.77999877929688
2023-07-06;195.36000061035156
2023-07-07;194.6199951171875
2023-07-10;199.83999633789062
2023-07-11;204.5399932861328
2023-07-12;206.7899932861328
2023-07-13;208.75
2023-07-14;208.69000244140625
2023-07-17;206.8699951171875
2023-07-18;209.36000061035156
2023-07-19;206.1699981689453
2023-07-20;198.8800048828125
2023-07-21;199.7100067138672
2023-07-24;196.97999572753906
2023-07-25;195.89999389648438
2023-07-26;200.97999572753906
2023-07-27;198.6300048828125
2023-07-28;201.4499969482422
2023-07-31;204.22000122070312
2023-08-01;202.75
2023-08-02;199.1300048828125
2023-08-03;194.5500030517578
2023-08-04;196.9199981689453
2023-08-07;196.82000732421875
2023-08-08;193.99000549316406
2023-08-09;193.94000244140625
2023-08-10;192.66000366210938
2023-08-11;194.11000061035156
2023-08-14;192.52000427246094
2023-08-15;191.22000122070312
2023-08-16;191.9600067138672
2023-08-17;187.64999389648438
2023-08-18;186.97000122070312
2023-08-21;188.05999755859375
2023-08-22;187.27000427246094
2023-08-23;187.60000610351562
2023-08-24;186.38999938964844
2023-08-25;189.1300048828125
2023-08-28;190.38999938964844
2023-08-29;193.02999877929688
2023-08-30;192.58999633789062
2023-08-31;208.6999969482422
2023-09-01;216.57000732421875
2023-09-05;219.85000610351562
2023-09-06;222.47000122070312
2023-09-07;222.0
2023-09-08;220.30999755859375
2023-09-11;224.89999389648438
2023-09-12;215.72999572753906
2023-09-13;215.2899932861328
2023-09-14;211.16000366210938
2023-09-15;209.00999450683594
2023-09-18;208.19000244140625
2023-09-19;209.50999450683594
2023-09-20;209.49000549316406
2023-09-21;203.1999969482422
2023-09-22;203.13999938964844
2023-09-25;203.9499969482422
2023-09-26;199.38999938964844
2023-09-27;201.83999633789062
2023-09-28;202.83999633789062
2023-09-29;203.4499969482422
2023-10-02;201.17999267578125
2023-10-03;200.25
2023-10-04;200.47999572753906
2023-10-05;201.39999389648438
2023-10-06;209.60000610351562
2023-10-09;213.16000366210938
2023-10-10;213.8800048828125
2023-10-11;216.72000122070312
2023-10-12;215.97000122070312
2023-10-13;216.11000061035156
2023-10-16;211.9600067138672
2023-10-17;207.94000244140625
2023-10-18;206.1999969482422
2023-10-19;202.1699981689453
2023-10-20;200.38999938964844
2023-10-23;195.1300048828125
2023-10-24;197.19000244140625
2023-10-25;194.77999877929688
2023-10-26;190.13999938964844
2023-10-27;189.52000427246094
2023-10-30;190.27999877929688
2023-10-31;192.7100067138672
2023-11-01;187.0500030517578
2023-11-02;189.91000366210938
2023-11-03;194.58999633789062
2023-11-06;196.14999389648438
2023-11-07;194.1199951171875
2023-11-08;194.1300048828125
2023-11-09;166.60000610351562
2023-11-10;165.0800018310547
2023-11-13;166.25
2023-11-14;173.4499969482422
2023-11-15;176.77999877929688
2023-11-16;175.32000732421875
2023-11-17;176.5399932861328
2023-11-20;178.7100067138672
2023-11-21;176.39999389648438
2023-11-22;175.7100067138672
2023-11-24;176.57000732421875
2023-11-27;173.3300018310547
2023-11-28;174.75999450683594
2023-11-29;173.36000061035156
2023-11-30;174.30999755859375
2023-12-01;178.83999633789062
2023-12-04;179.00999450683594
2023-12-05;177.9600067138672
2023-12-06;178.38999938964844
2023-12-07;172.9499969482422
2023-12-08;172.7100067138672
2023-12-11;174.47999572753906
2023-12-12;175.16000366210938
2023-12-13;177.3699951171875
2023-12-14;182.83999633789062
2023-12-15;180.6699981689453
2023-12-18;182.0500030517578
2023-12-19;183.39999389648438
2023-12-20;182.97999572753906
2023-12-21;187.02000427246094
2023-12-22;190.85000610351562
2023-12-26;190.05999755859375
2023-12-27;190.85000610351562
2023-12-28;194.00999450683594
2023-12-29;192.52000427246094
2024-01-02;189.17999267578125
2024-01-03;185.19000244140625
2024-01-04;186.11000061035156
2024-01-05;185.69000244140625
2024-01-08;190.5399932861328
2024-01-09;193.0
2024-01-10;193.88999938964844
2024-01-11;204.22999572753906
2024-01-12;208.69000244140625
2024-01-16;207.22000122070312
2024-01-17;201.88999938964844
2024-01-18;204.5
2024-01-19;207.14999389648438
2024-01-22;209.3800048828125
2024-01-23;211.77999877929688
2024-01-24;209.08999633789062
2024-01-25;208.1999969482422
2024-01-26;208.72999572753906
2024-01-29;213.4199981689453
2024-01-30;210.91000366210938
2024-01-31;207.41000366210938
2024-02-01;203.99000549316406
2024-02-02;206.8000030517578
2024-02-05;204.24000549316406
2024-02-06;209.3300018310547
2024-02-07;214.55999755859375
2024-02-08;215.38999938964844
2024-02-09;216.75999450683594
2024-02-12;218.4600067138672
2024-02-13;213.92999267578125
2024-02-14;220.6699981689453
2024-02-15;223.55999755859375
2024-02-16;219.35000610351562
2024-02-20;218.75999450683594
2024-02-21;216.3699951171875
2024-02-22;222.1699981689453
2024-02-23;221.63999938964844
2024-02-26;224.0
2024-02-27;222.9199981689453
2024-02-28;225.3699951171875
2024-02-29;225.50999450683594
2024-03-01;222.00999450683594
2024-03-04;226.0
2024-03-05;221.63999938964844
2024-03-06;224.55999755859375
2024-03-07;230.1699981689453
2024-03-08;227.7899932861328
2024-03-11;227.75
2024-03-12;231.0500030517578
2024-03-13;234.7899932861328
2024-03-14;232.47000122070312
2024-03-15;226.97999572753906
2024-03-18;228.42999267578125
2024-03-19;229.9499969482422
2024-03-20;230.1699981689453
2024-03-21;231.82000732421875
2024-03-22;230.4199981689453
2024-03-25;229.4199981689453
2024-03-26;232.67999267578125
2024-03-27;233.38999938964844
2024-03-28;231.69000244140625
2024-04-01;230.38999938964844
2024-04-02;216.41000366210938
2024-04-03;217.1300048828125
2024-04-04;214.74000549316406
2024-04-05;214.72999572753906
2024-04-08;214.97000122070312
2024-04-09;216.5399932861328
2024-04-10;210.9199981689453
2024-04-11;211.19000244140625
2024-04-12;206.74000549316406
2024-04-15;201.6199951171875
2024-04-16;200.3699951171875
2024-04-17;199.1999969482422
2024-04-18;199.5399932861328
2024-04-19;198.3800048828125
2024-04-22;199.05999755859375
2024-04-23;201.10000610351562
2024-04-24;200.52000427246094
2024-04-25;199.08999633789062
2024-04-26;200.91000366210938
2024-04-29;201.5800018310547
2024-04-30;198.55999755859375
2024-05-01;198.89999389648438
2024-05-02;201.42999267578125
2024-05-03;203.4499969482422
2024-05-06;203.13999938964844
2024-05-07;205.30999755859375
2024-05-08;201.77000427246094
2024-05-09;203.91000366210938
2024-05-10;203.77999877929688
2024-05-13;203.86000061035156
2024-05-14;203.82000732421875
2024-05-15;211.3800048828125
2024-05-16;209.64999389648438
2024-05-17;210.27000427246094
2024-05-20;209.9600067138672
2024-05-21;209.24000549316406
2024-05-22;205.75999450683594
2024-05-23;204.5800018310547
2024-05-24;203.88999938964844
2024-05-28;203.08999633789062
2024-05-29;200.5
2024-05-30;194.19000244140625
2024-05-31;174.25
2024-06-03;171.41000366210938
2024-06-04;178.9199981689453
2024-06-05;181.69000244140625
2024-06-06;185.00999450683594
2024-06-07;183.13999938964844
2024-06-10;184.99000549316406
2024-06-11;188.0
2024-06-12;188.91000366210938
2024-06-13;185.77000427246094
2024-06-14;184.6999969482422
2024-06-17;179.75
2024-06-18;178.74000549316406
2024-06-20;183.8000030517578
2024-06-21;184.8800048828125
2024-06-24;186.6999969482422
2024-06-25;186.1699981689453
2024-06-26;184.27000427246094
2024-06-27;185.14999389648438
2024-06-28;183.00999450683594
2024-07-01;181.6699981689453
2024-07-02;182.85000610351562
2024-07-03;181.3300018310547
2024-07-05;183.4600067138672
2024-07-08;182.88999938964844
2024-07-09;182.22999572753906
2024-07-10;182.02000427246094
2024-07-11;185.97999572753906
2024-07-12;187.9199981689453
2024-07-15;185.74000549316406
2024-07-16;187.16000366210938
2024-07-17;181.92999267578125
2024-07-18;180.42999267578125
2024-07-19;183.25
2024-07-22;187.0
2024-07-23;186.72000122070312
2024-07-24;184.25
2024-07-25;186.5500030517578
2024-07-26;192.42999267578125
2024-07-29;191.6699981689453
2024-07-30;193.6300048828125
2024-07-31;191.92999267578125
2024-08-01;189.13999938964844
2024-08-02;185.13999938964844
2024-08-05;185.47000122070312
2024-08-06;185.47000122070312
2024-08-07;182.25
2024-08-08;185.4600067138672
2024-08-09;186.85000610351562
2024-08-12;185.4199981689453
2024-08-13;190.32000732421875
2024-08-14;188.1999969482422
2024-08-15;192.86000061035156
2024-08-16;192.5
2024-08-19;194.27999877929688
2024-08-20;193.6699981689453
2024-08-21;201.44000244140625
2024-08-22;197.05999755859375
2024-08-23;199.25
2024-08-26;198.8300018310547
2024-08-27;200.25
2024-08-28;199.35000610351562
2024-08-29;217.02000427246094
2024-08-30;216.44000244140625
2024-09-03;215.74000549316406
2024-09-04;216.8300018310547
2024-09-05;215.30999755859375
2024-09-06;215.88999938964844
2024-09-09;222.58999633789062
2024-09-10;221.88999938964844
2024-09-11;223.89999389648438
2024-09-12;219.94000244140625
2024-09-13;217.9499969482422
2024-09-16;217.02999877929688
2024-09-17;214.8000030517578
2024-09-18;215.47999572753906
2024-09-19;214.38999938964844
2024-09-20;214.8800048828125
2024-09-23;211.0399932861328
2024-09-24;207.91000366210938
2024-09-25;205.1300048828125
2024-09-26;209.42999267578125
2024-09-27;210.85000610351562
2024-09-30;209.8699951171875
2024-10-01;207.6199951171875
2024-10-02;207.52000427246094
2024-10-03;204.52999877929688
2024-10-04;204.6699981689453
2024-10-07;201.80999755859375
2024-10-08;204.44000244140625
2024-10-09;206.83999633789062
2024-10-10;210.1300048828125
2024-10-11;211.32000732421875
2024-10-14;210.4199981689453
2024-10-15;210.0
2024-10-16;217.3300018310547
2024-10-17;217.02000427246094
2024-10-18;221.32000732421875
2024-10-21;221.89999389648438
2024-10-22;219.5500030517578
2024-10-23;217.72999572753906
2024-10-24;212.61000061035156
2024-10-25;212.22999572753906
2024-10-28;212.1300048828125
2024-10-29;213.85000610351562
2024-10-30;214.74000549316406
2024-10-31;208.8300018310547
2024-11-01;212.77999877929688
2024-11-04;212.52999877929688
2024-11-05;212.64999389648438
2024-11-06;216.4499969482422
2024-11-07;223.38999938964844
2024-11-08;235.0
2024-11-11;236.8699951171875
2024-11-12;236.52000427246094
2024-11-13;233.19000244140625
2024-11-14;229.7100067138672
2024-11-15;213.36000061035156
2024-11-18;213.67999267578125
2024-11-19;209.88999938964844
2024-11-20;210.6300048828125
2024-11-21;214.5399932861328
2024-11-22;216.5800018310547
2024-11-25;226.9499969482422
2024-11-26;226.8800048828125
2024-11-27;226.75999450683594
2024-11-29;227.85000610351562
2024-12-02;227.4600067138672
2024-12-03;226.4600067138672
2024-12-04;237.74000549316406
2024-12-05;231.66000366210938
2024-12-06;250.4499969482422
2024-12-09;245.99000549316406
2024-12-10;246.19000244140625
2024-12-11;233.85000610351562
2024-12-12;232.47999572753906
2024-12-13;228.77999877929688
2024-12-16;224.69000244140625
2024-12-17;226.41000366210938
2024-12-18;221.5399932861328
2024-12-19;219.6699981689453
2024-12-20;224.14999389648438
2024-12-23;224.88999938964844
2024-12-24;217.42999267578125
2024-12-26;214.86000061035156
2024-12-27;214.00999450683594
2024-12-30;211.47000122070312
2024-12-31;210.25
